CODE;LEGENDA
5.00.70.01.00.50.3;Toxicidade e resíduos de pesticidas em alimentos
5.00.70.01.00.60.1;Avaliação e controle de qualidade de alimentos
5.00.70.01.00.70.0;Padrões, legislação e fiscalização de alimentos
5.00.70.02.00.00.9;Tecnologia de alimentos
5.00.70.02.00.10.7;Tecnologia de produtos de origem animal
5.00.70.02.00.20.5;Tecnologia de produtos de origem vegetal
5.00.70.02.00.30.3;Tecnologia das bebidas
5.00.70.02.00.40.1;Tecnologia de alimentos dietéticos e nutricionais
5.00.70.02.00.50.0;Aproveitamento de subprodutos
5.00.70.02.00.60.8;Embalagens de produtos alimentares
5.00.70.03.00.00.5;Engenharia de alimentos
5.00.70.03.00.10.3;Instalações industriais de produção de alimentos
5.00.70.03.00.20.1;Armazenamento de alimentos
6.00.00.00.00.00.7;Ciências sociais aplicadas
6.00.10.00.00.00.1;Direito
6.00.10.01.00.00.8;Teoria do direito
6.00.10.01.00.10.6;Teoria geral do direito
6.00.10.01.00.20.4;Teoria geral do processo
6.00.10.01.00.30.2;Teoria do estado
6.00.10.01.00.40.0;História do direito
6.00.10.01.00.50.9;Filosofia do direito
6.00.10.01.00.60.7;Lógica jurídica
6.00.10.01.00.70.5;Sociologia jurídica
6.00.10.01.00.80.3;Antropologia jurídica
6.00.10.02.00.00.4;Direito público
6.00.10.02.00.10.2;Direito tributário
6.00.10.02.00.20.0;Direito penal
6.00.10.02.00.30.9;Direito processual penal
6.00.10.02.00.40.7;Direito processual civil
6.00.10.02.00.50.5;Direito constitucional
6.00.10.02.00.60.3;Direito administrativo
6.00.10.02.00.70.1;Direito internacional público
6.00.10.03.00.00.0;Direito privado
6.00.10.03.00.10.9;Direito civil
6.00.10.03.00.20.7;Direito comercial
6.00.10.03.00.30.5;Direito do trabalho
6.00.10.03.00.40.3;Direito internacional privado
6.00.10.04.00.00.7;Direitos especiais
6.00.20.00.00.00.6;Administração
6.00.20.01.00.00.2;Administração de empresas
6.00.20.01.00.10.0;Administração da produção
6.00.20.01.00.20.9;Administração financeira
6.00.20.01.00.30.7;Mercadologia
6.00.20.01.00.40.5;Negócios internacionais
6.00.20.01.00.50.3;Administração de recursos humanos
6.00.20.02.00.00.9;Administração pública
6.00.20.02.00.10.7;Contabilidade e finanças públicas
6.00.20.02.00.20.5;Organizações públicas
6.00.20.02.00.30.3;Política e planejamento governamentais
6.00.20.02.00.40.1;Administração de pessoal
6.00.20.03.00.00.5;Administração de setores específicos
6.00.20.04.00.00.1;Ciencias contábeis
6.00.30.00.00.00.0;Economia
6.00.30.01.00.00.7;Teoria econômica
6.00.30.01.00.10.5;Economia geral
6.00.30.01.00.20.3;Teoria geral da economia
6.00.30.01.00.30.1;História do pensamento econômico
6.00.30.01.00.40.0;História econômica
6.00.30.01.00.50.8;Sistemas econômicos
6.00.30.02.00.00.3;Métodos quantitativos em economia
6.00.30.02.00.10.1;Métodos e modelos matemáticos, econométricos e estatísticos
6.00.30.02.00.20.0;Estatística sócio-econômica
6.00.30.02.00.30.8;Contabilidade nacional
6.00.30.02.00.40.6;Economia matemática
6.00.30.10.00.00.6;Economias agrária e dos recursos naturais
6.00.30.10.00.10.4;Economia agrária
6.00.30.10.00.20.2;Economia dos recursos naturais
6.00.30.03.00.00.0;Economia monetária e fiscal
6.00.30.03.00.10.8;Teoria monetária e financeira
6.00.30.03.00.20.6;Instituições monetárias e financeiras do Brasil
6.00.30.03.00.30.4;Finanças públicas internas
6.00.30.03.00.40.2;Política fiscal do Brasil
6.00.30.04.00.00.6;Crescimento, flutuações e planejamento econômico
6.00.30.04.00.10.4;Crescimento e desenvolvimento econômico
6.00.30.04.00.20.2;Teoria e política de planejamento econômico
6.00.30.04.00.30.0;Flutuações cíclicas e projeções econômicas
6.00.30.04.00.40.9;Inflação
6.00.30.05.00.00.2;Economia internacional
6.00.30.05.00.10.0;Teoria do comércio internacional
6.00.30.05.00.20.9;Relações do comércio política comercial integração econômica
6.00.30.05.00.30.7;Balanço de pagamentos finanças internacionais
6.00.30.05.00.40.5;Investimentos internacionais e ajuda externa
6.00.30.06.00.00.9;Economia dos recursos humanos
6.00.30.06.00.10.7;Treinamento e alocação de mão-de-obra oferta de mão-de-obra e força de trabalho
6.00.30.06.00.20.5;Mercado de trabalho política do governo
6.00.30.06.00.30.3;Sindicatos, dissídios coletivos, relações de emprego (empregador/empregado)
6.00.30.06.00.40.1;Capital humano
6.00.30.06.00.50.0;Demografia econômica
6.00.30.07.00.00.5;Economia industrial
6.00.30.07.00.10.3;Organização industrial e estudos industriais
6.00.30.07.00.20.1;Mudanca tecnológica
6.00.30.08.00.00.1;Economia do bem-estar social
6.00.30.08.00.10.0;Economia dos programas de bem-estar social
6.00.30.08.00.20.8;Economia do consumidor
6.00.30.09.00.00.8;Economia regional e urbana
6.00.30.09.00.10.6;Economia regional
6.00.30.09.00.20.4;Economia urbana
6.00.30.09.00.30.2;Renda e tributação
6.00.40.00.00.00.5;Arquitetura e urbanismo
6.00.40.01.00.00.1;Fundamentos de arquitetura e urbanismo
6.00.40.01.00.10.0;História da arquitetura e urbanismo
6.00.40.01.00.20.8;Teoria da arquitetura
6.00.40.01.00.30.6;História do urbanismo
6.00.40.01.00.40.4;Teoria do urbanismo
6.00.40.02.00.00.8;Projeto de arquitetuta e urbanismo
6.00.40.02.00.10.6;Planejamento e projetos da edificação
6.00.40.02.00.20.4;Planejamento e projeto do espaço urbano
6.00.40.02.00.30.2;Planejamento e projeto do equipamento
6.00.40.03.00.00.4;Tecnologia de arquitetura e urbanismo
6.00.40.03.00.10.2;Adequação ambiental
6.00.40.04.00.00.0;Paisagismo
6.00.40.04.00.10.9;Desenvolvimento histórico do paisagismo
6.00.40.04.00.20.7;Conceituação de paisagismo e metodologia do paisagismo
6.00.40.04.00.30.5;Estudos de organização do espaço exterior
6.00.40.04.00.40.3;Projetos de espaços livres urbanos
6.00.50.00.00.00.0;Planejamento urbano e regional
6.00.50.01.00.00.6;Fundamentos do planejamento urbano e regional
6.00.50.01.00.10.4;Teoria do planejamento urbano e regional
6.00.50.01.00.20.2;Teoria da urbanização
6.00.50.01.00.30.0;Política urbana
6.00.50.01.00.40.9;História urbana
6.00.50.02.00.00.2;Métodos e técnicas do planejamento urbano e regional
6.00.50.02.00.10.0;Informação, cadastro e mapeamento
6.00.50.02.00.20.9;Técnica de previsão urbana e regional
6.00.50.02.00.30.7;Técnicas de análise e avaliação urbana e regional
6.00.50.02.00.40.5;Técnicas de planejamento e projeto urbanos e regionais
6.00.50.03.00.00.9;Serviços urbanos e regionais
6.00.50.03.00.10.7;Administração municipal e urbana
6.00.50.03.00.20.5;Estudos da habitação
6.00.50.03.00.30.3;Aspectos sociais do planejamento urbano e regional
6.00.50.03.00.40.1;Aspectos econômicos do planejamento urbano e regional
6.00.50.03.00.50.0;Aspectos físico-ambientais do planejamento urbano e regional
6.00.50.03.00.60.8;Serviços comunitários
6.00.50.03.00.70.6;Infra-estruturas urbanas e regionais
6.00.50.03.00.80.4;Transporte e tráfego urbano e regional
6.00.50.03.00.90.2;Legislação urbana e regional
6.00.60.00.00.00.4;Demografia
6.00.60.01.00.00.0;Distribuição espacial
6.00.60.01.00.10.9;Distribuição espacial geral
6.00.60.01.00.20.7;Distribuição espacial urbana
6.00.60.01.00.30.5;Distribuição espacial rural
6.00.60.02.00.00.7;Tendência populacional
6.00.60.02.00.10.5;Tendências passadas
6.00.60.02.00.20.3;Taxas e estimativas correntes
6.00.60.02.00.30.1;Projeções
6.00.60.03.00.00.3;Componentes da dinâmica demografica
6.00.60.03.00.10.1;Fecundidade
6.00.60.03.00.20.0;Mortalidade
6.00.60.03.00.30.8;Migração
6.00.60.04.00.00.0;Nupcialidade e família
6.00.60.04.00.10.8;Casamento e divórcio
6.00.60.04.00.20.6;Família e reprodução
6.00.60.05.00.00.6;Demografia histórica
6.00.60.05.00.10.4;Distribuição espacial
6.00.60.05.00.20.2;Natalidade, mortalidade, migração
6.00.60.05.00.30.0;Nupcialidade e família
6.00.60.05.00.40.9;Métodos e técnicas de demografia histórica
6.00.60.06.00.00.2;Política pública e população
6.00.60.06.00.10.0;Política populacional
6.00.60.06.00.20.9;Políticas de redistribuição de população
6.00.60.06.00.30.7;Políticas de planejamento familiar
6.00.60.07.00.00.9;Fontes de dados demográficos
6.00.70.00.00.00.9;Ciência da informação
6.00.70.01.00.00.5;Teoria da informação
6.00.70.01.00.10.3;Teoria geral da informação
6.00.70.01.00.20.1;Processos da comunicação
6.00.70.01.00.30.0;Representação da informação
6.00.70.02.00.00.1;Biblioteconomia
6.00.70.02.00.10.0;Teoria da classificação
6.00.70.02.00.20.8;Métodos quantitativos. bibliometria
6.00.70.02.00.30.6;Técnicas de recuperação de informação
6.00.70.02.00.40.4;Processos de disseminação da informação
6.00.70.03.00.00.8;Arquivologia
6.00.70.03.00.10.6;Organização de arquivos
6.00.80.00.00.00.3;Museologia
6.00.90.00.00.00.8;Comunicação
6.00.90.01.00.00.4;Teoria da comunicação
6.00.90.02.00.00.0;Jornalismo e editoração
6.00.90.02.00.10.9;Teoria e ética do jornalismo
6.00.90.02.00.20.7;Organização editorial de jornais
6.00.90.02.00.30.5;Organização comercial de jornais
6.00.90.02.00.40.3;Jornalismo especializado (comunitário, rural, empresarial, científico)
6.00.90.03.00.00.7;Rádio e televisão
6.00.90.03.00.10.5;Radiodifusão
6.00.90.03.00.20.3;Videodifusão
6.00.90.04.00.00.3;Relações públicas e propaganda
6.00.90.05.00.00.0;Comunicação visual
6.01.00.00.00.00.0;Servico social
6.01.00.01.00.00.7;Fundamentos do serviço social
6.01.00.02.00.00.3;Serviço social aplicado
6.01.00.02.00.10.1;Serviço social do trabalho
6.01.00.02.00.20.0;Serviço social da educação
6.01.00.02.00.30.8;Serviço social do menor
6.01.00.02.00.40.6;Serviço social da saúde
6.01.00.02.00.50.4;Serviço social da habitação
6.01.10.00.00.00.5;Economia doméstica
6.01.20.00.00.00.0;Desenho industrial
6.01.20.01.00.00.6;Programação visual
6.01.20.02.00.00.2;Desenho de produto
6.01.30.00.00.00.4;Turismo
7.00.00.00.00.00.0;Ciências humanas
7.00.10.00.00.00.4;Filosofia
7.00.10.01.00.00.0;História da filosofia
7.00.10.02.00.00.7;Metafísica
7.00.10.03.00.00.3;Lógica
7.00.10.04.00.00.0;Ética
7.00.10.05.00.00.6;Epistemologia
7.00.10.06.00.00.2;Filosofia brasileira
7.00.20.00.00.00.9;Sociologia
7.00.20.01.00.00.5;Fundamentos da sociologia
7.00.20.01.00.10.3;Teoria sociológica
7.00.20.01.00.20.1;História da sociologia
7.00.20.02.00.00.1;Sociologia do conhecimento
7.00.20.03.00.00.8;Sociologia do desenvolvimento
7.00.20.04.00.00.4;Sociologia urbana
7.00.20.05.00.00.0;Sociologia rural
7.00.20.06.00.00.7;Sociologia da saúde
7.00.20.07.00.00.3;Outras sociologias específicas
7.00.30.00.00.00.3;Antropologia
7.00.30.01.00.00.0;Teoria antropológica
7.00.30.02.00.00.6;Etnologia indígena
7.00.30.03.00.00.2;Antropologia urbana
7.00.30.04.00.00.9;Antropologia rural
7.00.30.05.00.00.5;Antropologia das populações afro-brasileiras
7.00.40.00.00.00.8;Arqueologia
7.00.40.01.00.00.4;Teoria e método em arqueologia
7.00.40.02.00.00.0;Arqueologia pré-histórica
7.00.40.03.00.00.7;Arqueologia histórica
7.00.50.00.00.00.2;História
7.00.50.01.00.00.9;Teoria e filosofia da história
7.00.50.02.00.00.5;História antiga e medieval
7.00.50.03.00.00.1;História moderna e contemporânea
7.00.50.04.00.00.8;História da América
7.00.50.04.00.10.6;História dos Estados Unidos
7.00.50.04.00.20.4;História latino-americana
7.00.50.05.00.00.4;História do Brasil
7.00.50.05.00.10.2;História do Brasil colônia
7.00.50.05.00.20.0;História do Brasil império
7.00.50.05.00.30.9;História do Brasil república
7.00.50.05.00.40.7;História regional do Brasil
7.00.50.06.00.00.0;História das ciências
7.00.60.00.00.00.7;Geografia
7.00.60.01.00.00.3;Geografia humana
7.00.60.01.00.10.1;Geografia da população
7.00.60.01.00.20.0;Geografia agrária
7.00.60.01.00.30.8;Geografia urbana
7.00.60.01.00.40.6;Geografia econômica
7.00.60.01.00.50.4;Geografia política
7.00.60.02.00.00.0;Geografia regional
7.00.60.02.00.10.8;Teoria do desenvolvimento regional
7.00.60.02.00.20.6;Regionalização
7.00.60.02.00.30.4;Análise regional
7.00.70.00.00.00.1;Psicologia
7.00.70.01.00.00.8;Fundamentos e medidas da psicologia
7.00.70.01.00.10.6;História, teorias e sistemas em psicologia
7.00.70.01.00.20.4;Metodologia, instrumentação e equipamento em psicologia
7.00.70.01.00.30.2;Construção e validade de testes, escalas e outras medidas psicológicas
7.00.70.01.00.40.0;Técnicas de processamento estatístico, matemático e computacional em psicologia
7.00.70.02.00.00.4;Psicologia experimental
7.00.70.02.00.10.2;Processos perceptuais e motores
7.00.70.02.00.20.0;Processos de aprendizagem, memória e motivação
7.00.70.02.00.30.9;Processos cognitivos e atencionais
7.00.70.02.00.40.7;Estados subjetivos e emoção
7.00.70.10.00.00.7;Tratamento e prevenção psicológica
7.00.70.10.00.10.5;Intervenção terapêutica
7.00.70.10.00.20.3;Programas de atendimento comunitário
7.00.70.10.00.30.1;Treinamento e reabilitação
7.00.70.10.00.40.0;Desvios da conduta
7.00.70.10.00.50.8;Distúrbios da linguagem
7.00.70.10.00.60.6;Distúrbios psicossomáticos
7.00.70.03.00.00.0;Psicologia fisiológica
7.00.70.03.00.10.9;Neurologia, eletrofisiologia e comportamento
7.00.70.03.00.20.7;Processos psico-fisiológicos
7.00.70.03.00.30.5;Estimulação elétrica e com drogas comportamento
7.00.70.03.00.40.3;Psicobiologia
7.00.70.04.00.00.7;Psicologia comparativa
7.00.70.04.00.10.5;Estudos naturalísticos do comportamento animal
7.00.70.04.00.20.3;Mecanismos instintivos e processos sociais em animais
7.00.70.05.00.00.3;Psicologia social
7.00.70.05.00.10.1;Relações interpessoais
7.00.70.05.00.20.0;Processos grupais e de comunicação
7.00.70.05.00.30.8;Papéis e estruturas sociais indivíduo
7.00.70.06.00.00.0;Psicologia cognitiva
7.00.70.07.00.00.6;Psicologia do desenvolvimento humano
7.00.70.07.00.10.4;Processos perceptuais e cognitivos desenvolvimento
7.00.70.07.00.20.2;Desenvolvimento social e da personalidade
7.00.70.08.00.00.2;Psicologia do ensino e da aprendizagem
7.00.70.08.00.10.0;Planejamento institucional
7.00.70.08.00.20.9;Programação de condições de ensino
7.00.70.08.00.30.7;Treinamento de pessoal
7.00.70.08.00.40.5;Aprendizagem e desempenho acadêmicos
7.00.70.08.00.50.3;Ensino e aprendizagem na sala de aula
7.00.70.09.00.00.9;Psicologia do trabalho e organizacional
7.00.70.09.00.10.7;Análise institucional
7.00.70.09.00.20.5;Recrutamento e seleção de pessoal
7.00.70.09.00.30.3;Treinamento e avaliação
7.00.70.09.00.40.1;Fatores humanos no trabalho
7.00.70.09.00.50.0;Planejamento ambiental e comportamento humano
7.00.80.00.00.00.6;Educação
7.00.80.01.00.00.2;Fundamentos da educação
7.00.80.01.00.10.0;Filosofia da educação
7.00.80.01.00.20.9;História da educação
7.00.80.01.00.30.7;Sociologia da educação
7.00.80.01.00.40.5;Antropologia educacional
7.00.80.01.00.50.3;Economia da educação
7.00.80.01.00.60.1;Psicologia educacional
7.00.80.02.00.00.9;Administração educacional
7.00.80.02.00.10.7;Administração de sistemas educacionais
7.00.80.02.00.20.5;Administração de unidades educativas
7.00.80.03.00.00.5;Planejamento e avaliação educacional
7.00.80.03.00.10.3;Política educacional
7.00.80.03.00.20.1;Planejamento educacional
7.00.80.03.00.30.0;Avaliação de sistemas, instituições, planos e programas educacionais
7.00.80.04.00.00.1;Ensino-aprendizagem
7.00.80.04.00.10.0;Teorias da instrução
7.00.80.04.00.20.8;Métodos e técnicas de ensino
7.00.80.04.00.30.6;Tecnologia educacional
7.00.80.04.00.40.4;Avaliação da aprendizagem
7.00.80.05.00.00.8;Currículo
7.00.80.05.00.10.6;Teoria geral de planejamento e desenvolvimento curricular
7.00.80.05.00.20.4;Currículos específicos para níveis e tipos de educação
7.00.80.06.00.00.4;Orientação e aconselhamento
7.00.80.06.00.10.2;Orientação educacional
7.00.80.06.00.20.0;Orientação vocacional
7.00.80.07.00.00.0;Tópicos específicos de educação
7.00.80.07.00.10.9;Educação de adultos
7.00.80.07.00.20.7;Educação permanente
7.00.80.07.00.30.5;Educação rural
7.00.80.07.00.40.3;Educação em periferias urbanas
7.00.80.07.00.50.1;Educação especial
7.00.80.07.00.60.0;Educação pré-escolar
7.00.80.07.00.70.8;Ensino profissionalizante
7.00.90.00.00.00.0;Ciência política
7.00.90.01.00.00.7;Teoria Política
7.00.90.01.00.10.5;Teoria política clássica
7.00.90.01.00.20.3;Teoria política medieval
7.00.90.01.00.30.1;Teoria política moderna
7.00.90.01.00.40.0;Teoria política contemporânea
7.00.90.02.00.00.3;Estado e governo
7.00.90.02.00.10.1;Estrutura e transformação do estado
7.00.90.02.00.20.0;Sistemas governamentais comparados
7.00.90.02.00.30.8;Relações intergovernamentais
7.00.90.02.00.40.6;Estudos do poder local
7.00.90.02.00.50.4;Instituições governamentais específicas
7.00.90.03.00.00.0;Comportamento político
7.00.90.03.00.10.8;Estudos eleitorais e partidos políticos
7.00.90.03.00.20.6;Atitude e ideologias políticas
7.00.90.03.00.30.4;Conflitos e coalizões políticas
7.00.90.03.00.40.2;Comportamento legislativo
7.00.90.03.00.50.0;Classes sociais e grupos de interesse
7.00.90.04.00.00.6;Políticas públicas
7.00.90.04.00.10.4;Análise do processo decisório
7.00.90.04.00.20.2;Análise institucional
7.00.90.04.00.30.0;Técnicas de antecipação
7.00.90.05.00.00.2;Política internacional
7.00.90.05.00.10.0;Política externa do Brasil
7.00.90.05.00.20.9;Organizações internacionais
7.00.90.05.00.30.7;Integração internacional, conflito, guerra e paz
7.00.90.05.00.40.5;Relações internacionais, bilaterais e multilaterais
7.01.00.00.00.00.3;Teologia
7.01.00.01.00.00.0;História da teologia
7.01.00.02.00.00.6;Teologia moral
7.01.00.03.00.00.2;Teologia sistemática
7.01.00.04.00.00.9;Teologia pastoral
8.00.00.00.00.00.2;Linguística, letras e artes
8.00.10.00.00.00.7;Linguística
8.00.10.01.00.00.3;Teoria e análise linguística
8.00.10.02.00.00.0;Fisiologia da linguagem
8.00.10.03.00.00.6;Linguística histórica
8.00.10.04.00.00.2;Sociolinguística e dialetologia
8.00.10.05.00.00.9;Psicolinguística
8.00.10.06.00.00.5;Linguística aplicada
8.00.20.00.00.00.1;Letras
8.00.20.01.00.00.8;Língua portuguesa
8.00.20.02.00.00.4;Línguas estrangeiras modernas
8.00.20.10.00.00.7;Literatura comparada
8.00.20.03.00.00.0;Línguas clássicas
8.00.20.04.00.00.7;Línguas indígenas
8.00.20.05.00.00.3;Teoria literária
8.00.20.06.00.00.0;Literatura brasileira
8.00.20.07.00.00.6;Outras literaturas vernáculas
8.00.20.08.00.00.2;Literaturas estrangeiras modernas
8.00.20.09.00.00.9;Literaturas clássicas
8.00.30.00.00.00.6;Artes
8.00.30.01.00.00.2;Fundamentos e crítica das artes
8.00.30.01.00.10.0;Teoria da arte
8.00.30.01.00.20.9;História da arte
8.00.30.01.00.30.7;Crítica da arte
8.00.30.02.00.00.9;Artes plásticas
8.00.30.02.00.10.7;Pintura
8.00.30.02.00.20.5;Desenho
8.00.30.02.00.30.3;Gravura
8.00.30.02.00.40.1;Escultura
8.00.30.02.00.50.0;Cerâmica
8.00.30.02.00.60.8;Tecelagem
8.00.30.10.00.00.1;Educação artística
8.00.30.03.00.00.5;Música
8.00.30.03.00.10.3;Regência
8.00.30.03.00.20.1;Instrumentação musical
8.00.30.03.00.30.0;Composição musical
8.00.30.03.00.40.8;Canto
8.00.30.04.00.00.1;Dança
8.00.30.04.00.10.0;Execução da dança
8.00.30.04.00.20.8;Coreografia
8.00.30.05.00.00.8;Teatro
8.00.30.05.00.10.6;Dramaturgia
8.00.30.05.00.20.4;Direção teatral
8.00.30.05.00.30.2;Cenografia
8.00.30.05.00.40.0;Interpretação teatral
8.00.30.06.00.00.4;Ópera
8.00.30.07.00.00.0;Fotografia
8.00.30.08.00.00.7;Cinema
8.00.30.08.00.10.5;Administração e produção de filmes
8.00.30.08.00.20.3;Roteiro e direção cinematográficos
8.00.30.08.00.30.1;Técnicas de registro e processamento de filmes
8.00.30.08.00.40.0;Interpretação cinematográfica
8.00.30.09.00.00.3;Artes do vídeo
9.00.00.00.00.00.5;Multidisciplinar
9.00.10.00.00.00.0;Administração hospitalar
9.00.20.00.00.00.4;Administração rural
9.00.30.00.00.00.9;Carreira militar
9.00.40.00.00.00.3;Carreira religiosa
9.00.50.00.00.00.8;Ciências
9.00.60.00.00.00.2;Biomedicina
9.00.70.00.00.00.7;Ciências atuariais
9.00.80.00.00.00.1;Ciências sociais
9.00.90.00.00.00.6;Decoração
9.01.00.00.00.00.9;Desenho de moda
9.01.10.00.00.00.3;Desenho de projetos
9.01.20.00.00.00.8;Diplomacia
9.01.30.00.00.00.2;Engenharia de agrimensura
9.01.40.00.00.00.7;Engenharia cartográfica
9.01.50.00.00.00.1;Engenharia de armamentos
9.01.60.00.00.00.6;Engenharia mecatrônica
9.01.70.00.00.00.0;Engenharia têxtil
9.01.80.00.00.00.5;Estudos sociais
9.01.90.00.00.00.0;História natural
9.02.00.00.00.00.2;Química industrial
9.02.10.00.00.00.7;Relações internacionais
9.02.20.00.00.00.1;Relações públicas
9.02.30.00.00.00.6;Secretariado executivo